movieId,avg_rating,rating_count,rating_std,first_rated,last_rated,popularity_score
2978,3.0,4,0.8165,2001-01-21 04:34:20,2009-01-02 21:18:28,3.3619
2979,3.0,1,0.0,2000-06-20 16:31:48,2000-06-20 16:31:48,3.4574
2982,2.0,1,0.0,2000-08-21 23:44:32,2000-08-21 23:44:32,3.3695
2983,4.0,1,0.0,2000-11-22 20:25:55,2000-11-22 20:25:55,3.5454
2984,4.5,1,0.0,2006-09-25 21:40:36,2006-09-25 21:40:36,3.5894
2985,3.3714,70,0.9769,1999-11-04 15:27:44,2018-08-31 10:32:52,3.3882
2986,2.64,25,1.186,2000-04-17 03:20:23,2018-03-06 13:06:33,2.8926
2987,3.5722,97,0.9214,1999-11-03 00:56:14,2018-08-11 01:02:04,3.5654
2988,4.0,3,0.0,1999-11-03 14:38:12,2000-11-23 01:17:53,3.6134
2989,3.5476,21,0.9474,1999-11-04 15:37:42,2018-02-20 11:37:32,3.5324
2990,3.325,20,0.9635,1999-11-03 01:02:19,2018-02-20 11:32:16,3.3853
2991,3.6957,23,0.7498,1999-11-03 14:53:20,2018-01-05 17:34:39,3.6354
2992,3.5,1,0.0,2005-04-05 16:20:36,2005-04-05 16:20:36,3.5014
2993,3.4792,24,0.6991,1999-11-04 15:37:05,2018-01-05 17:22:31,3.4859
2995,2.4286,14,0.9169,1999-12-11 09:16:09,2017-06-26 19:17:22,2.8852
2996,3.125,4,0.8539,1999-11-25 22:32:08,2007-03-09 23:55:33,3.3967
2997,3.9545,99,0.8981,1999-10-31 05:58:56,2018-06-18 15:00:32,3.9116
3000,3.9583,48,0.9556,2000-11-21 06:46:14,2018-08-31 09:44:17,3.8772
3002,4.0,1,0.0,2000-03-31 05:53:01,2000-03-31 05:53:01,3.5454
3003,4.5,2,0.0,2004-02-02 23:40:45,2007-02-13 10:08:35,3.663
3004,2.5455,11,1.2739,2000-03-31 06:05:13,2010-06-21 05:12:17,3.0094
3005,2.84,25,1.1522,2000-04-17 01:38:47,2013-03-14 00:57:42,3.034
3006,3.7419,31,0.6937,1999-11-25 22:31:04,2018-07-03 18:37:48,3.6817
3007,3.75,6,0.5244,2000-03-31 05:53:01,2018-02-20 11:47:00,3.5926
3008,4.0,1,0.0,2000-06-19 17:47:03,2000-06-19 17:47:03,3.5454
3010,4.0,1,0.0,2007-02-17 18:43:40,2007-02-17 18:43:40,3.5454
3011,3.25,4,0.9574,1999-12-22 19:24:18,2003-03-07 16:26:45,3.4315
3013,4.0,1,0.0,2005-04-05 16:10:36,2005-04-05 16:10:36,3.5454
3014,2.0,1,0.0,2000-04-17 04:12:15,2000-04-17 04:12:15,3.3695
3015,3.6667,3,0.5774,2001-03-26 17:17:03,2007-04-03 21:59:12,3.5386
3016,3.0714,14,0.8516,2000-01-23 00:08:41,2018-08-10 04:16:53,3.2544
3017,3.0,4,0.8165,2000-07-08 18:06:57,2009-07-23 08:24:22,3.3619
3018,3.45,10,1.0659,2000-03-24 19:57:38,2017-05-28 08:10:18,3.4762
3019,4.15,10,0.9443,1999-11-03 14:36:07,2009-06-15 08:50:45,3.8199
3020,3.5294,17,1.0528,1999-12-20 06:09:20,2017-06-28 02:05:03,3.5189
3021,2.0,1,0.0,2000-08-21 23:40:09,2000-08-21 23:40:09,3.3695
3022,4.0,9,1.0897,2000-01-02 07:47:16,2018-03-07 07:39:02,3.7332
3024,2.6429,7,1.1073,1999-11-19 12:28:33,2011-05-27 02:40:54,3.1555
3028,2.5,2,0.7071,2000-01-02 08:05:29,2003-03-07 16:38:37,3.3396
3029,3.25,6,0.7583,1999-11-03 14:41:15,2005-04-11 03:38:09,3.4094
3030,4.2308,13,1.1477,2000-01-02 07:47:16,2017-06-26 06:06:50,3.9072
3031,2.375,4,1.1087,2000-08-08 04:18:59,2005-04-05 16:10:45,3.188
3032,3.6667,6,0.7528,2000-08-03 20:50:37,2007-01-03 02:57:42,3.5621
3033,3.4831,59,0.8558,1999-11-03 15:04:32,2018-08-10 04:00:14,3.4859
3034,3.5139,36,0.8983,2000-05-21 03:53:12,2017-12-25 21:57:56,3.5111
3035,3.8182,11,0.7508,1999-12-23 16:22:38,2009-11-17 03:43:18,3.6645
3036,3.7857,7,1.0746,2000-06-21 13:43:02,2018-02-21 17:54:53,3.6161
3037,4.1458,24,1.0371,1999-11-03 14:48:25,2018-09-13 21:13:48,3.9514
3038,4.2,5,0.5701,2003-03-31 02:58:59,2014-12-06 18:09:19,3.7288
3039,3.7308,39,0.7682,1999-11-03 15:03:47,2018-08-11 00:58:19,3.6826
3040,3.2222,9,1.3944,1999-11-03 14:53:20,2018-02-21 02:33:03,3.3718
3041,2.0833,6,1.3571,2000-08-18 11:14:16,2018-08-11 00:13:44,2.9817
3042,2.5,2,0.7071,2000-01-29 02:06:40,2000-08-18 11:10:39,3.3396
3043,1.0,1,0.0,2000-08-18 11:06:44,2000-08-18 11:06:44,3.2815
3044,3.7692,13,0.9041,1999-12-13 10:12:00,2007-06-10 12:36:05,3.6504
3045,3.6,5,0.8944,2000-08-09 05:04:44,2017-06-26 23:57:31,3.5336
3046,4.5,2,0.7071,2000-03-31 05:58:25,2003-03-31 02:12:53,3.663
3048,2.0,3,1.0,2000-08-08 04:04:47,2000-12-01 17:47:04,3.1646
3051,2.5,3,0.866,2000-06-19 17:41:09,2007-08-02 20:06:27,3.2768
3052,3.6456,79,0.9811,1999-11-19 12:37:42,2018-09-01 18:43:46,3.6289
3053,3.9091,11,0.8006,2000-06-19 17:47:32,2017-06-27 00:38:25,3.7113
3054,2.3125,8,1.1319,2000-08-06 22:14:30,2017-06-26 21:02:00,2.9837
3055,3.3333,3,0.5774,2000-07-09 21:00:59,2004-01-26 22:01:43,3.4638
3056,4.0,1,0.0,2000-08-08 05:19:54,2000-08-08 05:19:54,3.5454
3057,4.0,1,0.0,2003-01-10 17:47:04,2003-01-10 17:47:04,3.5454
3060,3.8667,15,0.8121,1999-11-02 16:10:30,2008-12-13 03:47:40,3.7174
3061,3.625,8,1.1877,2000-04-17 03:52:19,2018-03-07 07:42:26,3.5553
3062,4.0,11,0.3873,1999-12-23 16:27:36,2009-11-17 00:45:59,3.7581
3063,2.1667,6,0.9832,1999-10-30 15:00:27,2007-08-03 20:35:20,3.0123
3064,2.3333,3,0.5774,1999-10-30 15:00:27,2000-09-24 00:21:20,3.2394
3066,3.9286,7,0.6075,1999-12-23 16:23:10,2004-11-18 18:51:22,3.6737
3067,3.55,10,1.1891,1999-11-03 15:07:02,2012-04-29 10:39:49,3.5253
3068,4.3571,7,0.748,1999-11-03 14:36:07,2018-02-21 00:12:40,3.8463
3070,3.5476,21,0.9862,2000-03-24 20:00:33,2017-06-27 00:07:32,3.5324
3071,3.5,9,0.8292,1999-11-03 14:40:48,2018-02-20 14:17:33,3.5008
3072,3.5556,27,1.0772,1999-11-03 15:03:47,2018-02-20 11:30:23,3.5406
3073,5.0,1,0.0,1999-12-22 19:28:07,1999-12-22 19:28:07,3.6333
3074,4.25,4,0.9574,1999-11-17 12:49:02,2005-04-11 03:38:03,3.7099
3075,4.1667,3,1.0408,2000-03-21 03:45:00,2006-08-16 16:50:59,3.6508
3076,3.625,4,0.75,2000-01-02 07:55:49,2008-03-02 15:49:20,3.5359
3077,4.0,2,0.0,2009-01-31 04:37:26,2009-03-22 07:59:39,3.5821
3078,4.0,2,0.0,2000-07-10 13:45:04,2003-06-09 11:20:14,3.5821
3079,3.0833,6,0.6646,2000-07-09 20:57:01,2012-12-19 22:38:06,3.3483
3081,3.4758,62,0.9073,2000-03-24 19:20:57,2018-08-15 08:17:27,3.4795
3082,3.3333,39,1.0902,1999-12-12 14:29:10,2017-08-08 20:00:11,3.3686
3083,4.1579,19,0.9868,2000-07-09 20:55:06,2017-05-01 21:25:55,3.9262
3086,5.0,1,0.0,2001-05-17 01:17:51,2001-05-17 01:17:51,3.6333
3087,3.1667,24,1.0598,2000-01-02 07:57:33,2017-06-27 04:55:06,3.2677
3088,3.8333,12,1.2492,2000-01-02 07:48:11,2018-03-07 07:38:45,3.6795
3089,4.125,16,1.1619,2000-06-10 14:15:33,2016-11-19 08:39:46,3.8798
3090,4.1667,6,0.6831,2000-03-24 19:55:59,2006-09-25 17:29:48,3.7454
3091,4.125,4,0.4787,2000-03-24 19:53:11,2012-11-11 22:51:05,3.6751
3093,3.75,4,0.866,1999-12-22 19:19:17,2009-03-23 23:29:58,3.5707
3094,4.0,2,0.0,2007-03-10 23:41:55,2018-09-01 20:12:07,3.5821
3095,4.1111,9,0.4859,2000-08-07 15:24:26,2012-09-25 22:16:34,3.7848
3096,5.0,1,0.0,2000-01-02 07:47:16,2000-01-02 07:47:16,3.6333
3097,3.6667,3,1.5275,2000-07-02 17:47:24,2018-03-07 07:39:03,3.5386
3098,3.6458,24,0.6991,2000-03-24 19:58:28,2018-08-12 05:31:39,3.6023
3099,3.0714,7,1.5924,2000-01-02 07:52:50,2009-03-24 01:35:53,3.3282
3100,3.9318,22,0.8352,2000-01-02 08:03:34,2018-02-20 16:26:44,3.794
3101,3.0972,36,1.1882,2000-02-22 01:24:54,2015-06-28 23:36:07,3.1876
3102,3.5714,7,0.6075,1999-11-16 03:38:18,2004-11-12 20:45:30,3.5297
3103,2.75,2,1.0607,2001-01-21 04:39:48,2005-01-16 21:34:50,3.38
3104,3.6364,22,0.8191,1999-11-17 13:06:45,2018-02-20 14:22:16,3.5932
3105,3.6818,22,0.6463,2000-06-20 16:05:41,2017-06-26 23:30:08,3.6241
3106,1.0,1,0.0,2000-02-22 01:30:42,2000-02-22 01:30:42,3.2815
3107,3.3043,23,1.0844,2000-02-04 12:29:31,2017-06-27 00:34:13,3.3656
3108,3.8056,36,0.9046,1999-12-20 05:54:47,2017-06-27 00:40:52,3.7376
3109,3.5,4,0.5774,1999-12-23 19:49:31,2003-08-05 17:45:32,3.5011
3111,4.25,4,0.5,2001-01-06 22:45:02,2004-09-07 13:14:06,3.7099
3112,3.0,1,0.0,2003-10-01 17:14:01,2003-10-01 17:14:01,3.4574
3113,2.7,15,1.2364,1999-12-11 19:27:18,2017-06-26 19:03:59,3.0276
3114,3.8608,97,0.8315,1999-12-12 05:27:09,2018-08-31 10:02:32,3.8261
3115,4.0,5,0.7071,1999-11-25 22:37:07,2009-01-02 21:35:08,3.6637
3117,3.875,4,0.6292,1999-12-30 03:12:29,2003-06-05 02:36:29,3.6055
3120,3.5,2,0.7071,2000-04-17 04:06:59,2001-07-27 17:47:00,3.5013
3125,4.0,1,0.0,2002-02-28 19:21:39,2002-02-28 19:21:39,3.5454
3127,2.8333,3,0.7638,2000-10-11 14:19:11,2007-02-13 23:03:31,3.3516
3129,3.6667,3,0.5774,2000-07-09 20:55:27,2002-12-09 01:28:48,3.5386
3130,2.4,5,1.1402,2000-01-02 08:07:47,2005-01-10 22:38:17,3.1432
3132,2.0,1,0.0,2000-04-17 03:50:00,2000-04-17 03:50:00,3.3695
3134,3.7143,7,1.1127,2000-01-02 07:42:40,2018-05-02 19:00:25,3.5873
3135,3.6667,3,0.5774,2000-03-24 19:41:17,2005-05-03 13:13:03,3.5386
3138,3.0,2,0.0,2000-11-23 21:41:09,2001-05-29 14:01:10,3.4205
3141,1.25,2,0.3536,2000-01-02 08:05:08,2018-02-21 23:28:26,3.1375
3142,3.25,4,1.5,1999-12-12 06:34:22,2001-07-27 18:40:11,3.4315
3143,3.0,1,0.0,1999-12-23 16:28:45,1999-12-23 16:28:45,3.4574
3145,3.1667,3,0.7638,2000-06-19 17:59:09,2017-06-27 00:45:19,3.4264
3146,2.3235,17,1.224,2000-01-19 22:53:17,2017-06-26 18:57:14,2.7698
3147,4.1486,111,0.7342,2000-02-16 17:46:20,2018-09-01 18:43:00,4.0933
3148,3.75,26,0.8515,2000-07-09 21:54:45,2017-06-27 00:30:32,3.6792
3150,3.25,2,1.0607,2003-09-11 12:44:32,2011-09-05 17:19:10,3.4609
3152,4.5,8,0.5345,2000-01-02 08:03:00,2012-12-11 03:53:31,3.9364
3153,4.4,5,0.6519,1999-12-23 16:15:17,2012-06-22 05:22:39,3.7938
3155,3.6667,9,1.0607,1999-12-12 05:26:04,2012-03-27 09:18:33,3.5783
3156,2.8,15,1.1307,1999-12-29 22:27:40,2017-11-13 11:42:04,3.0868
3157,2.8421,19,1.0007,2000-07-04 04:34:22,2018-05-02 19:15:28,3.0749
3158,3.6667,3,0.5774,2000-07-09 20:57:01,2004-09-05 16:13:07,3.5386
3159,3.8333,15,0.7237,2000-09-08 19:23:03,2016-07-27 20:16:41,3.6977
3160,3.7115,52,0.9919,2000-03-24 19:29:01,2018-09-09 01:24:28,3.6766
3161,3.0,2,1.4142,2001-05-24 18:12:42,2002-04-30 18:32:18,3.4205
3162,3.0,1,0.0,2000-10-21 05:29:10,2000-10-21 05:29:10,3.4574
3163,3.875,4,0.8539,2002-12-09 01:55:46,2005-08-03 23:26:03,3.6055
3165,3.0,2,1.4142,2000-04-17 03:17:04,2000-07-09 21:22:26,3.4205
3167,3.5,4,0.5774,1999-12-22 19:21:39,2001-01-26 17:57:51,3.5011
3168,3.6034,29,0.8801,1999-12-11 08:34:26,2017-12-25 21:57:40,3.5766
3169,3.3,5,0.6708,1999-12-22 19:01:13,2009-02-11 07:27:16,3.436
3171,4.0,1,0.0,2006-12-14 03:57:35,2006-12-14 03:57:35,3.5454
3173,3.0,18,0.9075,2000-01-05 20:04:23,2017-06-26 22:00:59,3.1833
3174,3.4872,39,0.831,2000-05-21 03:30:27,2018-02-17 21:45:23,3.4902
3175,3.58,75,1.0399,1999-12-26 14:01:31,2018-06-25 05:07:19,3.5705
3176,3.3367,49,1.1245,2000-02-16 16:30:27,2017-12-23 22:50:04,3.3655
3177,3.25,6,0.9874,2000-02-16 19:06:08,2018-01-17 01:19:23,3.4094
3178,3.5312,16,0.8056,2000-02-04 12:30:03,2014-02-02 13:12:11,3.5195
3179,3.3333,3,0.5774,2000-08-24 15:02:04,2007-02-17 18:41:54,3.4638
3181,3.9167,6,0.8612,2000-03-24 19:46:26,2017-06-26 22:38:44,3.6537
3182,4.0,5,0.6124,2003-09-18 17:01:40,2008-01-27 14:56:24,3.6637
3183,3.0,1,0.0,2000-07-09 20:56:18,2000-07-09 20:56:18,3.4574
3185,3.3333,3,0.5774,2000-03-24 19:08:18,2004-02-02 23:40:13,3.4638
3186,3.4643,28,0.7689,2000-08-22 13:19:15,2018-05-05 19:42:31,3.4744
3189,3.5455,11,0.5681,2000-04-07 19:02:25,2015-06-28 21:08:01,3.5242
3190,2.0,4,1.4142,2000-08-08 02:57:23,2017-06-26 20:51:43,3.0836
3192,3.0,1,0.0,2003-03-31 02:28:01,2003-03-31 02:28:01,3.4574
3194,3.625,4,0.4787,2000-08-03 15:51:22,2007-02-13 22:28:03,3.5359
3196,3.7222,9,0.5069,2000-02-22 01:30:42,2018-09-08 03:33:02,3.6041
3197,2.8571,7,0.6901,2000-04-20 01:47:37,2018-02-22 20:04:41,3.2418
3198,3.9286,14,0.5497,2000-06-20 16:06:33,2018-07-12 15:35:07,3.7469
3200,4.25,8,0.4629,2000-01-30 03:09:20,2017-06-26 17:48:55,3.8275
3201,4.5,8,0.5976,2000-03-24 19:39:47,2017-06-26 17:36:02,3.9364
3203,3.1667,12,0.9374,2000-03-24 19:27:02,2012-07-15 15:27:54,3.3219
3204,3.6875,8,0.7039,2000-03-21 03:45:38,2007-01-03 02:14:07,3.5825
3206,2.3333,3,0.5774,2001-01-06 02:32:44,2003-03-07 13:34:16,3.2394
3208,2.1875,8,1.067,2000-08-03 20:36:40,2017-06-26 19:26:39,2.9293
3210,3.4762,42,0.8622,2000-03-24 19:54:45,2018-08-11 01:00:32,3.4812
3211,3.75,2,0.3536,2005-01-10 22:40:26,2005-05-10 13:20:36,3.5417
3213,4.1154,13,0.8204,2000-08-08 04:29:42,2018-08-31 10:34:25,3.843
3214,3.5,2,2.1213,2000-11-23 21:31:20,2000-11-24 14:07:43,3.5013
3217,3.5,3,0.5,2000-11-23 01:20:46,2004-05-13 12:48:42,3.5012
3219,3.1923,13,0.9473,2000-03-24 19:30:02,2009-01-02 21:03:25,3.3295
3221,3.7,5,0.8367,2000-03-24 20:03:23,2018-02-09 09:28:15,3.5661
3223,3.0,2,2.8284,2000-02-21 06:05:36,2000-03-24 20:06:49,3.4205
3224,4.75,4,0.5,2000-02-21 06:03:47,2015-01-26 15:18:22,3.8491
3225,2.0,4,1.1547,2000-07-17 13:30:52,2005-01-16 21:32:17,3.0836
3230,3.875,4,0.8539,2000-03-21 03:44:27,2005-03-30 18:50:33,3.6055
3235,3.6667,3,1.2583,2000-08-18 10:58:17,2017-06-26 22:09:18,3.5386
3238,1.5833,6,0.801,2000-06-19 17:45:10,2008-02-18 02:18:43,2.7985
3240,3.25,2,1.0607,2000-10-27 04:38:59,2018-02-21 18:49:18,3.4609
3241,4.5,2,0.7071,2001-11-17 02:49:23,2007-03-11 00:13:24,3.663
3243,2.4,15,0.8701,2000-02-16 22:30:54,2018-02-21 02:10:19,2.8503
3244,3.7083,12,0.7821,2000-03-15 17:02:08,2018-08-11 00:17:30,3.6125
3246,4.1667,15,0.6455,2000-03-24 19:49:35,2017-05-14 23:26:06,3.8948
3247,3.0278,36,0.9996,2000-02-16 22:32:41,2018-05-18 19:53:59,3.1337
3248,1.8929,14,0.9025,2000-02-16 22:32:41,2017-06-27 04:23:40,2.5774
3249,3.1111,9,0.6009,2000-02-16 22:31:06,2005-08-13 00:33:57,3.3201
3250,3.1667,9,1.0,2000-06-20 16:22:56,2018-02-21 03:17:54,3.346
3251,3.7,5,0.4472,2000-06-20 16:18:56,2004-11-12 20:45:09,3.5661
3252,3.5926,27,0.9409,2000-02-22 01:37:21,2018-03-24 22:13:31,3.5673
3253,3.4754,61,1.0183,2000-01-29 02:05:56,2018-08-11 02:24:51,3.4792
3254,3.2963,27,0.8465,2000-02-16 22:33:14,2018-01-31 23:28:01,3.3533
3255,3.4667,45,0.6776,2000-02-04 12:24:31,2018-03-07 07:41:30,3.4732
3256,3.5161,31,0.8513,2000-02-04 12:23:18,2017-06-30 04:47:48,3.5125
3257,2.8594,32,0.8728,2000-02-22 01:35:29,2018-01-05 14:06:38,3.0166
3258,2.8667,15,0.8756,2000-02-16 22:30:39,2017-06-26 22:02:51,3.1262
3259,3.1364,11,0.7775,2000-06-20 15:17:53,2017-06-26 23:57:39,3.3136
3260,4.0,12,0.7071,2000-03-15 17:39:30,2009-05-14 08:17:59,3.7689
3261,3.1818,11,1.0068,2000-06-19 18:17:22,2016-03-13 20:57:00,3.337
3262,3.4091,11,0.7006,2000-06-20 16:27:08,2017-05-06 02:02:00,3.454
3263,3.0455,22,0.9625,2000-04-17 04:07:51,2017-06-27 00:35:33,3.1916
3264,2.4231,26,0.9454,2000-01-29 02:02:20,2017-06-26 23:08:41,2.7306
3265,4.0,9,1.0308,2000-01-23 00:31:55,2017-06-26 17:36:27,3.7332
3266,4.5,6,0.7746,2000-11-26 23:40:09,2018-05-02 17:30:36,3.8675
3267,3.5556,18,0.7838,2000-10-11 14:47:48,2018-01-16 20:01:14,3.5358
3268,1.7727,11,0.8765,2000-02-16 22:32:56,2017-06-26 19:07:27,2.6116
3269,2.8519,27,0.7944,2000-02-16 22:47:28,2017-06-26 21:59:00,3.0322
3270,2.7917,12,1.1958,2000-02-16 16:29:41,2017-11-24 16:37:38,3.1208
3271,3.6765,17,0.7694,2000-06-20 16:14:42,2018-02-22 01:27:57,3.6102
3272,3.4375,8,1.1783,2000-06-20 16:27:33,2017-05-06 02:04:25,3.4737
3273,2.6724,29,1.1747,2000-03-24 19:08:34,2018-01-16 23:04:30,2.8908
3274,3.375,12,0.8013,2000-02-16 22:32:41,2012-09-25 21:54:27,3.4337
3275,4.2209,43,0.5805,2001-08-20 15:52:32,2018-08-31 10:00:25,4.0811
3276,1.0,1,0.0,2003-05-11 10:05:28,2003-05-11 10:05:28,3.2815
3280,1.5,1,0.0,2007-08-02 20:12:57,2007-08-02 20:12:57,3.3255
3281,2.0,1,0.0,2003-05-04 22:52:07,2003-05-04 22:52:07,3.3695
3283,3.25,2,1.7678,2000-02-21 06:04:36,2015-08-25 20:22:44,3.4609
3284,3.0,1,0.0,2016-10-13 18:40:01,2016-10-13 18:40:01,3.4574
3285,3.0625,32,1.0298,2000-03-24 19:08:18,2018-09-01 20:44:39,3.17
3286,2.3,5,1.0954,2000-07-17 22:11:43,2007-02-21 04:47:12,3.1107
3287,3.1667,3,1.2583,2000-07-17 22:21:01,2003-07-29 16:02:40,3.4264
3289,4.5,1,0.0,2007-02-13 23:30:31,2007-02-13 23:30:31,3.5894
3294,1.5,1,0.0,2018-08-11 00:24:35,2018-08-11 00:24:35,3.3255
3295,4.0,1,0.0,2007-02-13 00:56:32,2007-02-13 00:56:32,3.5454
3296,4.0714,7,0.7319,2000-04-17 01:32:54,2016-07-19 21:39:17,3.7312
3298,3.7143,21,0.6239,2000-03-22 21:18:15,2018-02-21 08:31:26,3.644
3299,2.6667,3,1.5275,2000-08-12 08:34:47,2001-08-14 18:21:48,3.3142
3300,3.5641,39,0.7879,2000-03-24 19:07:18,2018-09-01 20:34:31,3.551
3301,3.5238,42,0.8407,2000-02-21 21:48:56,2018-09-01 20:39:29,3.5194
3302,4.75,2,0.3536,2003-03-31 02:30:37,2007-02-13 00:01:46,3.7034
3303,5.0,1,0.0,2000-03-24 19:07:44,2000-03-24 19:07:44,3.6333
3306,4.125,4,0.4787,2004-11-10 20:51:56,2015-11-13 10:45:12,3.6751
3307,3.8462,13,1.0682,2000-04-17 03:47:39,2018-03-07 07:37:56,3.6933
3308,2.8571,7,1.3452,2000-06-20 16:16:31,2004-11-18 18:51:08,3.2418
3310,4.1,5,0.7416,2004-03-05 14:04:23,2015-11-13 10:39:59,3.6962
3313,1.5,2,0.7071,2000-08-18 11:07:34,2001-01-04 15:36:33,3.1779
3315,4.5,1,0.0,2018-03-07 07:55:33,2018-03-07 07:55:33,3.5894
3316,2.4615,13,0.9887,2000-03-05 00:14:36,2015-12-08 16:38:05,2.923
3317,3.6591,22,0.8221,2000-03-24 19:46:26,2017-06-27 00:52:00,3.6086
3323,4.0,1,0.0,2003-06-09 09:42:57,2003-06-09 09:42:57,3.5454
3324,1.3333,3,0.5774,2000-03-24 19:08:18,2001-08-14 18:38:01,3.015
3325,2.1667,3,1.2583,2001-08-14 18:21:17,2007-02-18 15:24:35,3.202
3326,3.1667,3,1.6073,2000-10-27 04:38:59,2003-06-09 09:49:00,3.4264
3327,3.7,5,0.4472,2001-12-30 06:08:29,2018-02-21 23:49:35,3.5661
3328,4.0526,19,0.8803,2000-09-11 14:20:50,2017-06-27 01:07:47,3.858
3329,4.0,1,0.0,2000-11-22 16:58:04,2000-11-22 16:58:04,3.5454
3330,4.25,2,0.3536,2003-03-04 20:22:16,2004-03-07 08:35:11,3.6226
3331,2.0,1,0.0,2001-01-26 19:07:32,2001-01-26 19:07:32,3.3695
3334,4.2,10,0.6325,2000-06-01 21:44:20,2017-06-27 04:54:25,3.8444
3341,4.2857,7,0.488,2000-02-21 06:03:47,2004-10-18 13:00:01,3.8176
3342,3.5,5,1.0,2000-11-22 20:20:28,2018-02-21 18:36:56,3.5011
3344,4.0,1,0.0,2000-03-24 19:18:33,2000-03-24 19:18:33,3.5454
3345,3.0,1,0.0,2001-01-02 21:15:03,2001-01-02 21:15:03,3.4574
3347,4.1667,9,0.6124,2000-04-17 01:33:40,2008-01-24 09:25:56,3.8106
3350,3.8333,3,0.2887,2000-08-01 17:04:29,2007-09-17 01:02:06,3.576
3353,4.5,1,0.0,2005-02-21 08:53:53,2005-02-21 08:53:53,3.5894
3354,2.6905,21,1.0059,2000-07-17 22:26:04,2018-02-20 17:13:57,2.9586
3355,3.2,15,1.0823,2000-08-08 02:51:01,2017-06-26 19:10:43,3.3233
3357,4.0,1,0.0,2000-12-14 12:22:17,2000-12-14 12:22:17,3.5454
3358,3.85,10,0.8835,2000-03-15 17:03:48,2018-02-21 03:06:43,3.6726
3359,4.0909,11,0.5839,2000-03-24 19:39:47,2017-01-29 02:22:54,3.8049
3360,3.7045,22,0.8115,2000-02-28 16:51:08,2018-08-12 05:32:08,3.6395
3361,3.6714,35,0.9389,2000-03-15 16:42:56,2018-08-11 02:14:48,3.6326
3362,3.9342,38,0.7984,2000-03-24 19:39:18,2018-08-18 00:14:25,3.8414
3363,3.8488,43,0.7523,2000-03-15 16:35:31,2018-08-11 00:53:18,3.7813
3364,3.6667,3,0.2887,2006-01-17 18:05:52,2015-07-01 03:13:56,3.5386
3365,4.0714,7,0.7319,2000-03-24 19:35:07,2017-06-26 23:29:56,3.7312
3368,3.25,2,0.3536,2000-12-06 21:55:38,2004-06-22 12:42:07,3.4609
3370,2.5,2,0.7071,2000-08-08 04:58:40,2000-10-11 14:54:22,3.3396
3372,4.0,2,0.0,2000-11-22 18:52:35,2002-05-20 12:52:29,3.5821
3374,4.0,1,0.0,2000-03-24 19:49:35,2000-03-24 19:49:35,3.5454
3378,4.0,1,0.0,2001-11-06 17:18:59,2001-11-06 17:18:59,3.5454
3379,4.5,1,0.0,2017-06-27 04:59:43,2017-06-27 04:59:43,3.5894
3384,4.5,4,0.5774,2000-08-03 20:17:11,2003-11-10 14:00:40,3.7795
3385,2.8125,8,1.1934,2000-04-17 01:40:15,2018-08-11 00:12:52,3.2015
3386,3.5,31,0.866,2000-03-21 03:49:15,2018-02-20 10:28:06,3.5004
3387,2.8571,7,1.069,2000-04-17 01:39:33,2018-02-22 05:57:12,3.2418
3388,2.5455,11,1.1058,2000-03-15 16:23:36,2017-06-27 01:08:11,3.0094
3389,2.0,1,0.0,2000-04-17 03:23:12,2000-04-17 03:23:12,3.3695
3390,2.0,1,0.0,2002-04-18 10:28:42,2002-04-18 10:28:42,3.3695
3391,2.5,2,0.7071,2001-05-29 14:10:49,2007-02-18 15:22:21,3.3396
3392,2.3333,6,1.2111,2000-04-17 04:21:15,2018-02-21 19:19:20,3.0734
3393,1.3333,3,0.5774,2000-08-08 03:12:55,2003-03-06 21:01:38,3.015
3394,2.3571,7,0.8522,2000-08-08 04:13:03,2003-11-07 14:02:47,3.0403
3395,3.0,3,0.0,2000-03-24 20:02:04,2001-01-06 23:26:09,3.389
3396,3.5909,33,0.9392,2000-02-28 16:53:09,2018-02-20 14:50:38,3.5695
3397,3.4545,11,0.8202,2000-06-21 13:54:27,2018-02-21 03:05:53,3.4773
3398,3.3333,15,1.0293,2000-08-04 21:51:03,2017-06-27 00:10:29,3.4021
3400,3.0,1,0.0,2000-08-08 04:30:47,2000-08-08 04:30:47,3.4574
3401,2.2,5,1.0954,2000-04-17 03:33:41,2002-09-28 01:24:02,3.0781
3402,4.0,2,0.0,2000-03-15 16:26:09,2000-11-23 21:35:23,3.5821
3403,4.0,1,0.0,2000-03-15 16:25:09,2000-03-15 16:25:09,3.5454
3404,3.5833,6,1.9083,2000-03-15 16:26:09,2010-09-12 00:20:54,3.5315
3405,3.0,1,0.0,2000-08-03 20:17:11,2000-08-03 20:17:11,3.4574
3406,3.0,3,1.0,2000-03-15 16:19:57,2010-08-20 08:44:13,3.389
3408,3.5286,70,0.7797,2000-03-22 21:17:53,2018-08-31 09:39:31,3.5251
3409,2.9286,35,1.0856,2000-08-08 02:54:59,2017-06-26 19:16:36,3.0596
3410,4.0,1,0.0,2003-05-27 12:13:04,2003-05-27 12:13:04,3.5454
3412,3.4167,6,0.801,2000-08-18 21:25:18,2018-02-20 16:28:08,3.4705
3414,4.0,1,0.0,2000-03-15 16:24:39,2000-03-15 16:24:39,3.5454
3415,4.1667,3,0.2887,2000-03-24 19:39:18,2018-05-23 20:13:37,3.6508
3417,3.0,1,0.0,2000-04-17 03:24:35,2000-04-17 03:24:35,3.4574
